"rollno","name","age","grade","department"
"R00753","Student753",29,"A","Civil"
"R00754","Student754",27,"B","Mech"
"R00755","Student755",30,"B","CS"
"R00756","Student756",28,"F","IT"
"R00757","Student757",25,"B","IT"
"R00758","Student758",20,"C","IT"
"R00759","Student759",19,"A","Civil"
"R00760","Student760",27,"D","CS"
"R00761","Student761",25,"D","IT"
"R00762","Student762",29,"D","ECE"
"R00763","Student763",27,"C","ECE"
"R00764","Student764",24,"A","Mech"
"R00765","Student765",24,"A","Mech"
"R00766","Student766",23,"B","Mech"
"R00767","Student767",18,"B","ECE"
"R00768","Student768",21,"A","Mech"
"R00769","Student769",18,"B","Mech"
"R00770","Student770",22,"A","Civil"
"R00771","Student771",27,"B","ECE"
"R00772","Student772",30,"D","Civil"
"R00773","Student773",27,"F","CS"
"R00774","Student774",19,"B","Mech"
"R00775","Student775",24,"D","CS"
"R00776","Student776",25,"D","Mech"
"R00777","Student777",20,"D","Civil"
"R00778","Student778",19,"C","CS"
"R00779","Student779",23,"A","ECE"
"R00780","Student780",28,"F","Civil"
"R00781","Student781",20,"D","Civil"
"R00782","Student782",26,"F","IT"
"R00783","Student783",24,"C","Civil"
"R00784","Student784",26,"D","CS"
"R00785","Student785",23,"F","IT"
"R00786","Student786",25,"B","CS"
"R00787","Student787",30,"D","Civil"
"R00788","Student788",26,"F","ECE"
"R00789","Student789",22,"B","ECE"
"R00790","Student790",24,"F","Civil"
"R00791","Student791",26,"A","Civil"
"R00792","Student792",19,"C","Mech"
"R00793","Student793",25,"F","IT"
"R00794","Student794",26,"F","Mech"
"R00795","Student795",28,"F","CS"
"R00796","Student796",25,"A","ECE"
"R00797","Student797",28,"C","CS"
"R00798","Student798",21,"C","ECE"
"R00799","Student799",24,"C","ECE"
"R00800","Student800",25,"B","IT"
"R00801","Student801",19,"F","Mech"
"R00802","Student802",29,"C","IT"
"R00803","Student803",28,"D","CS"
"R00804","Student804",23,"B","Mech"
"R00805","Student805",18,"A","Mech"
"R00806","Student806",28,"C","Civil"
"R00807","Student807",29,"C","IT"
"R00808","Student808",27,"B","IT"
"R00809","Student809",23,"F","IT"
"R00810","Student810",22,"D","IT"
"R00811","Student811",27,"F","ECE"
"R00812","Student812",26,"C","Civil"
"R00813","Student813",19,"A","Civil"
"R00814","Student814",20,"D","CS"
"R00815","Student815",20,"B","ECE"
"R00816","Student816",19,"D","Mech"
"R00817","Student817",27,"B","CS"
"R00818","Student818",25,"D","Mech"
"R00819","Student819",29,"F","Mech"
"R00820","Student820",30,"D","Civil"
"R00821","Student821",25,"B","Civil"
"R00822","Student822",19,"B","Mech"
"R00823","Student823",28,"B","IT"
"R00824","Student824",23,"C","IT"
"R00825","Student825",24,"B","Mech"
"R00826","Student826",18,"A","CS"
"R00827","Student827",24,"F","Civil"
"R00828","Student828",30,"C","ECE"
"R00829","Student829",25,"D","ECE"
"R00830","Student830",23,"C","CS"
"R00831","Student831",28,"A","IT"
"R00832","Student832",27,"D","IT"
"R00833","Student833",18,"F","CS"
"R00834","Student834",24,"B","Civil"
"R00835","Student835",24,"D","IT"
"R00836","Student836",29,"C","Civil"
"R00837","Student837",29,"F","CS"
"R00838","Student838",20,"B","ECE"
"R00839","Student839",18,"B","ECE"
"R00840","Student840",25,"B","Civil"
"R00841","Student841",27,"B","IT"
"R00842","Student842",28,"C","IT"
"R00843","Student843",18,"C","Civil"
"R00844","Student844",18,"F","Mech"
"R00845","Student845",19,"A","ECE"
"R00846","Student846",19,"B","Civil"
"R00847","Student847",21,"C","Civil"
"R00848","Student848",28,"F","CS"
"R00849","Student849",27,"C","Civil"
"R00850","Student850",27,"C","ECE"
"R00851","Student851",22,"D","IT"
"R00852","Student852",26,"F","CS"
"R00853","Student853",20,"C","IT"
"R00854","Student854",24,"D","Mech"
"R00855","Student855",24,"F","IT"
"R00856","Student856",19,"D","CS"
"R00857","Student857",19,"D","CS"
"R00858","Student858",29,"C","Civil"
"R00859","Student859",29,"B","Mech"
"R00860","Student860",29,"D","CS"
"R00861","Student861",22,"B","Mech"
"R00862","Student862",30,"A","CS"
"R00863","Student863",25,"C","CS"
"R00864","Student864",21,"A","Civil"
"R00865","Student865",21,"A","ECE"
"R00866","Student866",24,"A","ECE"
"R00867","Student867",27,"F","Mech"
"R00868","Student868",22,"B","IT"
"R00869","Student869",19,"D","Mech"
"R00870","Student870",19,"F","ECE"
"R00871","Student871",29,"A","CS"
"R00872","Student872",30,"D","CS"
"R00873","Student873",28,"B","Mech"
"R00874","Student874",20,"A","Civil"
"R00875","Student875",23,"C","Civil"
"R00876","Student876",19,"F","Mech"
"R00877","Student877",27,"B","ECE"
"R00878","Student878",26,"A","IT"
"R00879","Student879",20,"F","Civil"
"R00880","Student880",30,"F","Mech"
"R00881","Student881",23,"D","CS"
"R00882","Student882",20,"A","CS"
"R00883","Student883",25,"B","IT"
"R00884","Student884",30,"B","IT"
"R00885","Student885",18,"B","Civil"
"R00886","Student886",19,"D","Civil"
"R00887","Student887",29,"F","CS"
"R00888","Student888",28,"B","Mech"
"R00889","Student889",30,"C","IT"
"R00890","Student890",22,"F","CS"
"R00891","Student891",22,"D","IT"
"R00892","Student892",21,"F","Civil"
"R00893","Student893",28,"F","Mech"
"R00894","Student894",24,"A","IT"
"R00895","Student895",20,"D","CS"
"R00896","Student896",27,"D","IT"
"R00897","Student897",24,"D","ECE"
"R00898","Student898",27,"D","IT"
"R00899","Student899",24,"B","ECE"
"R00900","Student900",19,"F","CS"
"R00901","Student901",19,"F","Mech"
"R00902","Student902",19,"F","CS"
"R00903","Student903",20,"D","IT"
"R00904","Student904",25,"A","CS"
"R00905","Student905",26,"C","CS"
"R00906","Student906",18,"A","ECE"
"R00907","Student907",24,"A","ECE"
"R00908","Student908",25,"D","Mech"
"R00909","Student909",18,"C","ECE"
"R00910","Student910",26,"F","Civil"
"R00911","Student911",20,"D","ECE"
"R00912","Student912",26,"F","Civil"
"R00913","Student913",19,"C","IT"
"R00914","Student914",28,"D","CS"
"R00915","Student915",21,"B","ECE"
"R00916","Student916",25,"C","IT"
"R00917","Student917",21,"A","Mech"
"R00918","Student918",28,"F","CS"
"R00919","Student919",29,"F","CS"
"R00920","Student920",19,"B","CS"
"R00921","Student921",23,"D","CS"
"R00922","Student922",20,"C","ECE"
"R00923","Student923",29,"C","IT"
"R00924","Student924",24,"D","CS"
"R00925","Student925",20,"C","IT"
"R00926","Student926",29,"F","ECE"
"R00927","Student927",30,"B","Civil"
"R00928","Student928",24,"F","IT"
"R00929","Student929",24,"A","ECE"
"R00930","Student930",24,"C","CS"
"R00931","Student931",24,"D","CS"
"R00932","Student932",25,"D","Civil"
"R00933","Student933",25,"F","ECE"
"R00934","Student934",18,"A","Mech"
"R00935","Student935",22,"A","IT"
"R00936","Student936",29,"F","Civil"
"R00937","Student937",30,"D","IT"
"R00938","Student938",26,"D","CS"
"R00939","Student939",18,"B","ECE"
"R00940","Student940",23,"C","CS"
"R00941","Student941",26,"B","Civil"
"R00942","Student942",27,"C","ECE"
"R00943","Student943",27,"F","Civil"
"R00944","Student944",25,"A","ECE"
"R00945","Student945",29,"F","Civil"
"R00946","Student946",25,"F","CS"
"R00947","Student947",24,"B","Civil"
"R00948","Student948",24,"C","Civil"
"R00949","Student949",18,"B","Civil"
"R00950","Student950",27,"D","CS"
"R00951","Student951",26,"B","ECE"
"R00952","Student952",25,"F","Mech"
"R00953","Student953",28,"D","Mech"
"R00954","Student954",20,"A","IT"
"R00955","Student955",25,"B","Civil"
"R00956","Student956",23,"B","CS"
"R00957","Student957",18,"F","CS"
"R00958","Student958",21,"A","Civil"
"R00959","Student959",20,"F","CS"
"R00960","Student960",22,"A","CS"
"R00961","Student961",24,"B","Civil"
"R00962","Student962",19,"C","IT"
"R00963","Student963",25,"A","CS"
"R00964","Student964",25,"B","CS"
"R00965","Student965",21,"A","Civil"
"R00966","Student966",25,"C","ECE"
"R00967","Student967",27,"D","Civil"
"R00968","Student968",23,"C","ECE"
"R00969","Student969",19,"D","Mech"
"R00970","Student970",18,"F","CS"
"R00971","Student971",26,"D","CS"
"R00972","Student972",20,"C","Mech"
"R00973","Student973",22,"F","IT"
"R00974","Student974",22,"D","Mech"
"R00975","Student975",26,"C","CS"
"R00976","Student976",21,"A","IT"
"R00977","Student977",27,"A","Civil"
"R00978","Student978",20,"A","CS"
"R00979","Student979",20,"F","Mech"
"R00980","Student980",23,"F","CS"
"R00981","Student981",27,"F","Mech"
"R00982","Student982",30,"B","Civil"
"R00983","Student983",21,"A","ECE"
"R00984","Student984",24,"B","Mech"
"R00985","Student985",26,"B","Civil"
"R00986","Student986",29,"F","IT"
"R00987","Student987",20,"B","CS"
"R00988","Student988",30,"B","Civil"
"R00989","Student989",30,"C","Civil"
"R00990","Student990",29,"B","Mech"
"R00991","Student991",23,"F","Civil"
"R00992","Student992",22,"C","CS"
"R00993","Student993",26,"C","Civil"
"R00994","Student994",30,"A","IT"
"R00995","Student995",21,"B","Civil"
"R00996","Student996",30,"A","ECE"
"R00997","Student997",30,"D","Mech"
"R00998","Student998",30,"A","Mech"
"R00999","Student999",20,"D","IT"
"R01000","Student1000",24,"A","CS"
"R01001","Student1001",21,"A","Mech"
"R01002","Student1002",22,"F","Civil"
"R01003","Student1003",25,"D","CS"
"R01004","Student1004",30,"A","IT"
"R01005","Student1005",24,"A","ECE"
"R01006","Student1006",29,"B","CS"
"R01007","Student1007",29,"A","Mech"
"R01008","Student1008",25,"B","Mech"
"R01009","Student1009",23,"F","Mech"
"R01010","Student1010",25,"D","Civil"
"R01011","Student1011",28,"D","Mech"
"R01012","Student1012",24,"D","CS"
"R01013","Student1013",28,"B","ECE"
"R01014","Student1014",29,"F","Mech"
"R01015","Student1015",18,"B","IT"
"R01016","Student1016",23,"B","ECE"
"R01017","Student1017",29,"F","Mech"
"R01018","Student1018",27,"D","Mech"
"R01019","Student1019",23,"D","CS"
"R01020","Student1020",27,"D","Civil"
"R01021","Student1021",21,"F","Civil"
"R01022","Student1022",26,"F","IT"
"R01023","Student1023",26,"D","Civil"
"R01024","Student1024",27,"F","Mech"
"R01025","Student1025",21,"A","IT"
"R01026","Student1026",22,"D","ECE"
"R01027","Student1027",28,"A","Civil"
"R01028","Student1028",26,"F","CS"
"R01029","Student1029",20,"D","ECE"
"R01030","Student1030",20,"F","Civil"
"R01031","Student1031",19,"D","Civil"
"R01032","Student1032",24,"A","CS"
"R01033","Student1033",29,"C","ECE"
"R01034","Student1034",18,"F","IT"
"R01035","Student1035",20,"F","ECE"
"R01036","Student1036",30,"A","Civil"
"R01037","Student1037",24,"C","Mech"
"R01038","Student1038",30,"C","Civil"
"R01039","Student1039",30,"D","Mech"
"R01040","Student1040",19,"A","Civil"
"R01041","Student1041",30,"A","CS"
"R01042","Student1042",30,"A","Civil"
"R01043","Student1043",26,"B","CS"
"R01044","Student1044",22,"A","IT"
"R01045","Student1045",18,"C","Mech"
"R01046","Student1046",27,"B","Mech"
"R01047","Student1047",26,"C","IT"
"R01048","Student1048",26,"F","IT"
"R01049","Student1049",24,"A","IT"
"R01050","Student1050",19,"D","IT"
"R01051","Student1051",29,"A","IT"
"R01052","Student1052",25,"C","CS"
"R01053","Student1053",24,"C","CS"
"R01054","Student1054",23,"D","CS"
"R01055","Student1055",24,"B","Mech"
"R01056","Student1056",30,"D","ECE"
"R01057","Student1057",27,"C","CS"
"R01058","Student1058",19,"C","IT"
"R01059","Student1059",19,"C","IT"
"R01060","Student1060",29,"D","Mech"
"R01061","Student1061",22,"B","Mech"
"R01062","Student1062",24,"D","Civil"
"R01063","Student1063",27,"C","Civil"
"R01064","Student1064",28,"C","IT"
"R01065","Student1065",26,"B","ECE"
"R01066","Student1066",24,"F","CS"
"R01067","Student1067",23,"A","Mech"
"R01068","Student1068",21,"A","ECE"
"R01069","Student1069",20,"A","ECE"
"R01070","Student1070",28,"F","ECE"
"R01071","Student1071",20,"D","Mech"
"R01072","Student1072",27,"B","Civil"
"R01073","Student1073",29,"C","Mech"
"R01074","Student1074",29,"B","CS"
"R01075","Student1075",19,"D","IT"
"R01076","Student1076",20,"D","ECE"
"R01077","Student1077",18,"C","IT"
"R01078","Student1078",29,"D","IT"
"R01079","Student1079",18,"C","ECE"
"R01080","Student1080",18,"F","ECE"
"R01081","Student1081",21,"D","IT"
"R01082","Student1082",20,"F","ECE"
"R01083","Student1083",30,"A","Civil"
"R01084","Student1084",19,"F","Mech"
"R01085","Student1085",30,"C","CS"
"R01086","Student1086",24,"A","IT"
"R01087","Student1087",19,"C","Civil"
"R01088","Student1088",29,"F","Mech"
"R01089","Student1089",19,"B","Mech"
"R01090","Student1090",24,"C","CS"
"R01091","Student1091",27,"B","ECE"
"R01092","Student1092",21,"D","IT"
"R01093","Student1093",21,"C","CS"
"R01094","Student1094",25,"B","ECE"
"R01095","Student1095",26,"F","Civil"
"R01096","Student1096",20,"D","CS"
"R01097","Student1097",26,"F","IT"
"R01098","Student1098",28,"A","ECE"
"R01099","Student1099",20,"B","ECE"
"R01100","Student1100",28,"A","Mech"
"R01101","Student1101",23,"F","ECE"
"R01102","Student1102",22,"F","Mech"
"R01103","Student1103",19,"B","Mech"
"R01104","Student1104",23,"A","ECE"
"R01105","Student1105",18,"F","IT"
"R01106","Student1106",22,"B","IT"
"R01107","Student1107",20,"F","Mech"
"R01108","Student1108",20,"B","Mech"
"R01109","Student1109",20,"F","Civil"
"R01110","Student1110",28,"B","Mech"
"R01111","Student1111",23,"C","CS"
"R01112","Student1112",26,"B","CS"
"R01113","Student1113",28,"C","ECE"
"R01114","Student1114",20,"B","IT"
"R01115","Student1115",19,"F","CS"
"R01116","Student1116",22,"A","CS"
"R01117","Student1117",22,"F","IT"
"R01118","Student1118",24,"B","CS"
"R01119","Student1119",19,"A","ECE"
"R01120","Student1120",25,"C","Mech"
"R01121","Student1121",24,"A","Mech"
"R01122","Student1122",24,"B","ECE"
"R01123","Student1123",25,"C","Mech"
"R01124","Student1124",22,"B","ECE"
"R01125","Student1125",19,"A","CS"
"R01126","Student1126",20,"C","Mech"
"R01127","Student1127",26,"D","Civil"
"R01128","Student1128",20,"B","ECE"
"R01129","Student1129",20,"D","Mech"
"R01130","Student1130",22,"D","ECE"
"R01131","Student1131",30,"A","ECE"
"R01132","Student1132",24,"F","CS"
"R01133","Student1133",25,"A","Civil"
"R01134","Student1134",27,"C","Mech"
"R01135","Student1135",21,"D","CS"
"R01136","Student1136",20,"D","CS"
"R01137","Student1137",24,"F","CS"
"R01138","Student1138",30,"F","IT"
"R01139","Student1139",25,"B","IT"
"R01140","Student1140",18,"D","Civil"
"R01141","Student1141",24,"D","IT"
"R01142","Student1142",26,"A","Civil"
"R01143","Student1143",30,"D","Mech"
"R01144","Student1144",20,"B","Mech"
"R01145","Student1145",27,"A","Civil"
"R01146","Student1146",23,"B","ECE"
"R01147","Student1147",30,"C","Civil"
"R01148","Student1148",21,"B","Civil"
"R01149","Student1149",26,"D","ECE"
"R01150","Student1150",30,"A","Mech"
"R01151","Student1151",22,"F","IT"
"R01152","Student1152",26,"F","Civil"
"R01153","Student1153",26,"C","CS"
"R01154","Student1154",22,"D","IT"
"R01155","Student1155",23,"D","ECE"
"R01156","Student1156",23,"B","CS"
"R01157","Student1157",29,"C","Mech"
"R01158","Student1158",23,"D","Civil"
"R01159","Student1159",25,"A","Civil"
"R01160","Student1160",30,"A","CS"
"R01161","Student1161",21,"D","CS"
"R01162","Student1162",25,"B","Civil"
"R01163","Student1163",30,"A","ECE"
"R01164","Student1164",24,"F","Civil"
"R01165","Student1165",24,"B","IT"
"R01166","Student1166",22,"D","CS"
"R01167","Student1167",25,"F","Civil"
"R01168","Student1168",18,"B","IT"
"R01169","Student1169",24,"F","IT"
"R01170","Student1170",27,"A","Mech"
"R01171","Student1171",24,"F","Mech"
"R01172","Student1172",22,"C","Mech"
"R01173","Student1173",18,"A","Mech"
"R01174","Student1174",24,"F","Civil"
"R01175","Student1175",24,"D","Civil"
"R01176","Student1176",30,"A","IT"
"R01177","Student1177",29,"F","CS"
"R01178","Student1178",20,"F","Civil"
"R01179","Student1179",29,"A","Civil"
"R01180","Student1180",20,"C","Civil"
"R01181","Student1181",26,"A","ECE"
"R01182","Student1182",18,"D","Mech"
"R01183","Student1183",26,"A","IT"
"R01184","Student1184",30,"C","CS"
"R01185","Student1185",24,"B","ECE"
"R01186","Student1186",23,"D","CS"
"R01187","Student1187",18,"F","ECE"
"R01188","Student1188",29,"B","Civil"
"R01189","Student1189",25,"B","ECE"
"R01190","Student1190",22,"D","Civil"
"R01191","Student1191",27,"D","ECE"
"R01192","Student1192",26,"F","CS"
"R01193","Student1193",29,"A","Mech"
"R01194","Student1194",22,"D","IT"
"R01195","Student1195",20,"A","ECE"
"R01196","Student1196",18,"C","IT"
"R01197","Student1197",23,"C","Civil"
"R01198","Student1198",29,"D","IT"
"R01199","Student1199",21,"A","IT"
"R01200","Student1200",25,"D","IT"
"R01201","Student1201",26,"C","IT"
"R01202","Student1202",26,"B","CS"
"R01203","Student1203",25,"B","Mech"
"R01204","Student1204",28,"F","Mech"
"R01205","Student1205",24,"D","Civil"
"R01206","Student1206",21,"A","IT"
"R01207","Student1207",25,"F","IT"
"R01208","Student1208",22,"C","Civil"
"R01209","Student1209",18,"F","Civil"
"R01210","Student1210",18,"B","Mech"
"R01211","Student1211",22,"F","IT"
"R01212","Student1212",20,"C","IT"
"R01213","Student1213",21,"C","Mech"
"R01214","Student1214",20,"C","CS"
"R01215","Student1215",19,"A","Mech"
"R01216","Student1216",27,"B","ECE"
"R01217","Student1217",29,"C","Civil"
"R01218","Student1218",20,"A","ECE"
"R01219","Student1219",27,"C","IT"
"R01220","Student1220",29,"C","ECE"
"R01221","Student1221",29,"F","CS"
"R01222","Student1222",22,"B","Civil"
"R01223","Student1223",30,"B","Mech"
"R01224","Student1224",25,"F","Mech"
"R01225","Student1225",18,"F","Mech"
"R01226","Student1226",22,"B","Civil"
"R01227","Student1227",20,"B","Civil"
"R01228","Student1228",23,"C","CS"
"R01229","Student1229",19,"A","CS"
"R01230","Student1230",18,"A","Civil"
"R01231","Student1231",24,"A","IT"
"R01232","Student1232",18,"B","Mech"
"R01233","Student1233",25,"D","Mech"
"R01234","Student1234",20,"C","ECE"
"R01235","Student1235",19,"C","Civil"
"R01236","Student1236",27,"D","ECE"
"R01237","Student1237",20,"A","IT"
"R01238","Student1238",22,"D","Civil"
"R01239","Student1239",30,"C","Civil"
"R01240","Student1240",30,"A","CS"
"R01241","Student1241",29,"D","CS"
"R01242","Student1242",25,"F","Mech"
"R01243","Student1243",18,"A","ECE"
"R01244","Student1244",19,"F","CS"
"R01245","Student1245",21,"D","Mech"
"R01246","Student1246",24,"A","IT"
"R01247","Student1247",22,"F","Civil"
"R01248","Student1248",27,"A","Civil"
"R01249","Student1249",21,"A","Civil"
"R01250","Student1250",25,"D","Mech"
"R01251","Student1251",18,"D","ECE"
"R01252","Student1252",22,"C","ECE"
"R01253","Student1253",24,"F","IT"
"R01254","Student1254",23,"F","ECE"
"R01255","Student1255",29,"B","Mech"
"R01256","Student1256",30,"F","ECE"
"R01257","Student1257",27,"C","ECE"
"R01258","Student1258",30,"A","CS"
"R01259","Student1259",29,"D","ECE"
"R01260","Student1260",18,"C","CS"
"R01261","Student1261",27,"A","CS"
"R01262","Student1262",24,"D","Civil"
"R01263","Student1263",19,"A","Civil"
"R01264","Student1264",27,"C","Mech"
"R01265","Student1265",22,"D","CS"
"R01266","Student1266",30,"F","Mech"
"R01267","Student1267",20,"F","CS"
"R01268","Student1268",19,"C","IT"
"R01269","Student1269",23,"A","Mech"
"R01270","Student1270",19,"B","ECE"
"R01271","Student1271",20,"D","Civil"
"R01272","Student1272",20,"C","Civil"
"R01273","Student1273",28,"F","Civil"
"R01274","Student1274",21,"A","CS"
